ID,date,period,site,land_type,latitude,longitude,transect,morphogroup,family,genus,head_width,intertegular_space,Notes,Notes
30SH31,0022-06-21,1,Smoot ,natural,46.82218897,-117.237749,3,Solitary,Andrenidae,Andrena,2.02,1.34,,
31Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,2.84,1.83,,
31Chp33,0022-07-25,3,Chipman1,semi,46.721549,-117.153,3,Solitary,Andrenidae,Andrena,3.64,2.57,,
31Chpp31,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,3,Solitary,Andrenidae,Andrena,2.94,1.92,Male,Male
31Ck41,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Andrenidae,Andrena,3.1,2.12,,
32Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,2.84,1.9,,
32Ck41,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Andrenidae,Andrena,3.09,1.99,,
32SH31,0022-06-21,1,Smoot ,natural,46.82218897,-117.237749,3,Solitary,Andrenidae,Andrena,2.65,1.67,"Abdomen missing, recovered","Abdomen missing, recovered"
33Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,2.77,1.66,,
33Ck41,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Andrenidae,Andrena,2.68,1.72,,
33SH31,0022-06-21,1,Smoot ,natural,46.82218897,-117.237749,3,Solitary,Andrenidae,Andrena,2.63,1.73,,
34Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,2.79,1.81,,
34Chp11,0022-06-02,1,Chipman1,semi,46.721549,-117.153,1,Solitary,Andrenidae,Andrena,2.8,1.99,,
34Ck41,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Andrenidae,Andrena,2.41,1.78,,
34SH31,0022-06-21,1,Smoot ,natural,46.82218897,-117.237749,3,Solitary,Andrenidae,Andrena,1.97,1.36,,
35Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,3.25,2.1,,
35Chpp41,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,4,Solitary,Andrenidae,Andrena,3,2.33,,
35Ck41,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Andrenidae,Andrena,3.54,2.19,,
35SH31,0022-06-21,1,Smoot ,natural,46.82218897,-117.237749,3,Solitary,Andrenidae,Andrena,1.76,1.19,,
36Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,2.96,2,,
36Ck41,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Andrenidae,Andrena,2.89,1.91,,
37Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,2.75,1.79,,
37Ck41,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Andrenidae,Andrena,3.21,2.2,,
38Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,2.78,1.8,,
39Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,2.62,1.68,,
39Chpp41,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,4,Solitary,Andrenidae,Andrena,3.91,2.64,,
39Ck41,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Andrenidae,Andrena,2.9,1.8,,
3Aso12,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,1,Solitary,Andrenidae,Andrena,3.02,1.81,,
3Aso22,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,2,Solitary,Andrenidae,Andrena,2.85,1.9,,
3Aso31,0022-06-08,1,Asotin,natural,46.26055038,-117.29982,3,Solitary,Andrenidae,Andrena,3.31,2.23,Male,Male
3Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,3.25,2.18,,
3Chp21,0022-06-02,1,Chipman1,semi,46.721549,-117.153,2,Solitary,Andrenidae,Andrena,2.51,1.66,,
3Chpp11,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,1,Solitary,Andrenidae,Andrena,2.78,2.12,"Female, some pollen on leg","Female, some pollen on leg"
3Ck11,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,1,Solitary,Andrenidae,Andrena,2.78,1.84,,
3Ck13,0022-07-26,3,Clark1,semi,46.82942655,-117.1411106,1,Solitary,Andrenidae,Andrena,1.71,1.12,,incorrect measurements?
3Ck32,0022-06-28,2,Clark1,semi,46.82942655,-117.1411106,3,Solitary,Andrenidae,Andrena,3.59,2.57,Male,Male
3Hut21,0022-06-22,1,Hutchins,semi,46.37795769,-117.877145,2,Solitary,Andrenidae,Andrena,2.62,1.95,,
3SH31,0022-06-21,1,Smoot ,natural,46.82218897,-117.237749,3,Solitary,Andrenidae,Andrena,3.96,3.05,,
3Span21,0022-06-09,1,Spangle,natural,47.397378,-117.488876,2,Solitary,Andrenidae,Andrena,2.9,1.96,,
3Span33,0022-08-02,3,Spangle,natural,47.397378,-117.488876,3,Solitary,Andrenidae,Andrena,2.54,1.63,,
40Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,2.76,1.87,,
40Chpp41,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,4,Solitary,Andrenidae,Andrena,3.35,2.21,,
40Ck41,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Andrenidae,Andrena,3.03,1.97,,
41Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,2.71,1.66,,
41Chpp41,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,4,Solitary,Andrenidae,Andrena,2.66,1.91,,
41Ck41,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Andrenidae,Andrena,2.86,1.77,,
42Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,2.62,1.77,,
42Chpp41,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,4,Solitary,Andrenidae,Andrena,2.77,1.83,,
42Ck41,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Andrenidae,Andrena,3.05,2.16,,
43Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,2.57,1.85,,
43Chpp41,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,4,Solitary,Andrenidae,Andrena,3.31,2.21,,
43Ck41,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Andrenidae,Andrena,2.7,1.87,,
44Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,2.75,1.93,,
44Ck41,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Andrenidae,Andrena,2.26,1.57,,
45Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,2.82,1.94,,
45Ck41,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Andrenidae,Andrena,3.12,1.8,,
45SH31,0022-06-21,1,Smoot ,natural,46.82218897,-117.237749,3,Solitary,Andrenidae,Andrena,1.97,1.29,,
46Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,2.59,1.71,,
46Ck41,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Andrenidae,Andrena,2.46,1.72,,
46SH31,0022-06-21,1,Smoot ,natural,46.82218897,-117.237749,3,Solitary,Andrenidae,Andrena,1.91,1.28,,
47Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,2.7,1.77,,
47Ck41,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Andrenidae,Andrena,2.48,1.69,,
48Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,2.88,1.8,,
48Ck41,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Andrenidae,Andrena,2.85,1.91,,
49Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,2.76,1.84,,
49Ck41,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Andrenidae,Andrena,2.38,1.63,,
4Aso12,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,1,Solitary,Andrenidae,Andrena,2.85,1.91,,
4Aso22,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,2,Solitary,Andrenidae,Andrena,2.82,1.93,,
4Aso31,0022-06-08,1,Asotin,natural,46.26055038,-117.29982,3,Solitary,Andrenidae,Andrena,3.21,2.13,,
4Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,2.72,1.86,,
4Chp41,0022-06-02,1,Chipman1,semi,46.721549,-117.153,4,Solitary,Andrenidae,Andrena,2.72,1.86,,
4Ck13,0022-07-26,3,Clark1,semi,46.82942655,-117.1411106,1,Solitary,Andrenidae,Andrena,1.5,0.96,,incorrect measurements?
4Ck32,0022-06-28,2,Clark1,semi,46.82942655,-117.1411106,3,Solitary,Andrenidae,Andrena,3.24,2.06,Male,Male
4Ck42,0022-06-28,2,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Andrenidae,Andrena,2.59,1.85,,
4Ckk12,0022-06-27,2,Clark2,natural,46.835963,-117.220154,1,Solitary,Andrenidae,Andrena,2.3,1.33,,
4Kam41,0022-06-15,1,Kamiak,natural,46.8676508,-117.1510624,4,Solitary,Andrenidae,Andrena,1.8,1.14,,
4Kam42,0022-06-30,2,Kamiak,natural,46.8676508,-117.1510624,4,Solitary,Andrenidae,Andrena,2.38,1.65,,
4Kam43,0022-07-19,3,Kamiak,natural,46.8676508,-117.1510624,4,Solitary,Andrenidae,Andrena,3.24,2.18,,
4SH32,0022-07-08,2,Smoot ,natural,46.82218897,-117.237749,3,Solitary,Andrenidae,Andrena,2.74,1.96,,
4SH41,0022-06-21,1,Smoot ,natural,46.82218897,-117.237749,4,Solitary,Andrenidae,Andrena,3.36,2.08,,
50Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,2.71,1.76,missing abdomen,missing abdomen
50Ck41,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Andrenidae,Andrena,2.42,1.88,,
51Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,2.57,1.63,,
51Ck41,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Andrenidae,Andrena,2.72,1.8,,
52Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,2.66,1.69,,
52Ck41,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Andrenidae,Andrena,2.39,1.69,,
53Ck41,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Andrenidae,Andrena,2.58,1.68,,
54Ck41,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Andrenidae,Andrena,2.7,1.77,,
55Ck41,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Andrenidae,Andrena,2.88,1.96,,
56Ck41,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Andrenidae,Andrena,2.54,1.89,,
57Chpp21,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Andrenidae,Andrena,3.11,1.94,Male,Male
